,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4
ENST00000523599,0,0,-1,1,0,0,1,0
ENST00000537802,0,0,1,1,0,0,1,0
ENST00000558527,0,0,1,1,0,0,1,0
ENST00000616429,0,1,1,0,0,0,1,0
ENST00000403904,0,-1,-1,0,0,0,1,0
ENST00000417736,0,-1,0,-1,0,0,1,0
ENST00000589913,0,-1,0,-1,-1,0,1,0
ENST00000359297,0,-1,-1,-1,0,0,1,0
ENST00000456046,1,-1,-1,0,0,0,1,0
ENST00000321418,0,-1,-1,-1,-1,0,1,0
ENST00000578921,0,0,1,-1,-1,0,1,0
ENST00000360240,0,1,0,0,0,0,1,0
ENST00000409784,0,0,0,0,0,0,1,0
ENST00000370664,0,-1,1,-1,-1,0,1,0
ENST00000333775,0,0,1,1,0,0,1,0
ENST00000549338,0,0,0,0,0,0,1,0
ENST00000370677,0,0,-1,1,0,0,1,0
ENST00000199448,0,-1,0,0,-1,0,1,0
ENST00000254816,0,-1,-1,-1,-1,0,1,0
ENST00000429243,0,0,0,0,0,0,1,0
ENST00000571152,0,1,-1,1,1,0,1,0
ENST00000396203,0,0,0,0,0,0,1,0
ENST00000309100,0,0,1,0,0,0,1,0
ENST00000419621,0,-1,0,-1,-1,0,1,0
ENST00000601306,0,-1,-1,0,0,0,1,0
ENST00000370179,0,0,1,1,0,0,1,0
ENST00000401715,0,-1,-1,-1,-1,0,1,0
ENST00000361789,0,1,0,1,1,0,1,0
ENST00000496634,0,-1,-1,-1,-1,0,1,0
ENST00000434005,0,-1,0,0,-1,0,1,0
ENST00000536368,1,0,-1,0,0,0,1,0
ENST00000483765,0,-1,0,0,-1,0,1,0
ENST00000565420,0,-1,0,-1,-1,0,1,0
ENST00000415933,1,0,1,0,1,0,1,0
ENST00000446445,0,-1,0,-1,-1,0,1,0
ENST00000370215,0,0,-1,1,0,0,1,0
ENST00000459899,1,-1,-1,-1,-1,0,1,0
ENST00000472730,0,-1,0,0,0,0,1,0
ENST00000477341,1,-1,-1,0,0,0,1,0
ENST00000434913,0,1,0,1,0,0,1,0
ENST00000319041,0,0,1,0,1,0,1,0
ENST00000532619,0,0,-1,1,0,0,1,0
ENST00000354884,0,0,0,0,0,0,1,0
ENST00000270176,0,1,0,0,0,0,1,0
ENST00000491989,0,0,0,1,0,0,1,0
ENST00000343605,0,0,-1,1,1,0,1,0
ENST00000487608,0,-1,-1,-1,-1,0,1,0
ENST00000472981,1,-1,-1,0,0,0,1,0
ENST00000449572,0,1,1,0,0,0,1,0
ENST00000518657,0,0,0,1,1,0,1,0
ENST00000406376,0,-1,0,0,0,0,1,0
ENST00000321153,1,-1,-1,-1,-1,0,1,0
ENST00000433675,1,-1,-1,0,0,0,1,0
ENST00000273398,0,1,1,1,1,0,1,0
ENST00000525828,0,-1,-1,0,0,0,1,0
